fyear,trust_code,trust_type
202122,TAJ,MENTAL HEALTH AND LEARNING DISABILITY
202021,R0A,ACUTE - TEACHING
202021,R0B,ACUTE - LARGE
202021,R0D,ACUTE - TEACHING
202021,R1A,COMMUNITY
202021,R1C,COMMUNITY
202021,R1D,COMMUNITY
202021,R1F,ACUTE - MULTI-SERVICE
202021,R1H,ACUTE - TEACHING
202021,R1K,ACUTE - LARGE
202021,R1L,ACUTE - MULTI-SERVICE
202021,RA2,ACUTE - MEDIUM
202021,RA4,ACUTE - SMALL
202021,RA7,ACUTE - TEACHING
202021,RA9,ACUTE - MEDIUM
202021,RAE,ACUTE - TEACHING
202021,RAJ,ACUTE - LARGE
202021,RAL,ACUTE - TEACHING
202021,RAN,ACUTE - SPECIALIST
202021,RAP,ACUTE - SMALL
202021,RAS,ACUTE - SMALL
202021,RAT,MENTAL HEALTH AND LEARNING DISABILITY
202021,RAX,ACUTE - SMALL
202021,RBD,ACUTE - SMALL
202021,RBK,ACUTE - MEDIUM
202021,RBL,ACUTE - TEACHING
202021,RBN,ACUTE - TEACHING
202021,RBQ,ACUTE - SPECIALIST
202021,RBS,ACUTE - SPECIALIST
202021,RBT,ACUTE - SMALL
202021,RBV,ACUTE - SPECIALIST
202021,RBZ,ACUTE - SMALL
202021,RC9,ACUTE - LARGE
202021,RCB,ACUTE - TEACHING
202021,RCD,ACUTE - SMALL
202021,RCF,ACUTE - SMALL
202021,RCU,ACUTE - SPECIALIST
202021,RCX,ACUTE - SMALL
202021,RD1,ACUTE - MEDIUM
202021,RD8,ACUTE - SMALL
202021,RDE,ACUTE - MEDIUM
202021,RDR,COMMUNITY
202021,RDU,ACUTE - MEDIUM
202021,RDY,MENTAL HEALTH AND LEARNING DISABILITY
202021,REF,ACUTE - LARGE
202021,REM,ACUTE - TEACHING
202021,REN,ACUTE - SPECIALIST
202021,REP,ACUTE - SPECIALIST
202021,RET,ACUTE - SPECIALIST
202021,RF4,ACUTE - LARGE
202021,RFF,ACUTE - SMALL
202021,RFR,ACUTE - MEDIUM
202021,RFS,ACUTE - SMALL
202021,RGD,MENTAL HEALTH AND LEARNING DISABILITY
202021,RGM,ACUTE - SPECIALIST
202021,RGN,ACUTE - LARGE
202021,RGP,ACUTE - SMALL
202021,RGR,ACUTE - SMALL
202021,RGT,ACUTE - TEACHING
202021,RH5,ACUTE - MULTI-SERVICE
202021,RH8,ACUTE - LARGE
202021,RHA,MENTAL HEALTH AND LEARNING DISABILITY
202021,RHM,ACUTE - TEACHING
202021,RHQ,ACUTE - TEACHING
202021,RHU,ACUTE - TEACHING
202021,RHW,ACUTE - LARGE
202021,RJ1,ACUTE - TEACHING
202021,RJ2,ACUTE - LARGE
202021,RJ6,ACUTE - MEDIUM
202021,RJ7,ACUTE - TEACHING
202021,RJ8,MENTAL HEALTH AND LEARNING DISABILITY
202021,RJC,ACUTE - SMALL
202021,RJE,ACUTE - TEACHING
202021,RJL,ACUTE - LARGE
202021,RJN,ACUTE - SMALL
202021,RJR,ACUTE - SMALL
202021,RJZ,ACUTE - TEACHING
202021,RK5,ACUTE - MEDIUM
202021,RK9,ACUTE - TEACHING
202021,RKB,ACUTE - TEACHING
202021,RKE,ACUTE - MEDIUM
202021,RKL,MENTAL HEALTH AND LEARNING DISABILITY
202021,RL1,ACUTE - SPECIALIST
202021,RL4,ACUTE - LARGE
202021,RLQ,ACUTE - SMALL
202021,RLT,ACUTE - SMALL
202021,RLY,MENTAL HEALTH AND LEARNING DISABILITY
202021,RM1,ACUTE - TEACHING
202021,RM3,ACUTE - TEACHING
202021,RMC,ACUTE - MEDIUM
202021,RMP,ACUTE - SMALL
202021,RMY,MENTAL HEALTH AND LEARNING DISABILITY
202021,RN3,ACUTE - MEDIUM
202021,RN5,ACUTE - LARGE
202021,RN7,ACUTE - SMALL
202021,RNA,ACUTE - MEDIUM
202021,RNK,MENTAL HEALTH AND LEARNING DISABILITY
202021,RNN,ACUTE - SMALL
202021,RNQ,ACUTE - SMALL
202021,RNS,ACUTE - MEDIUM
202021,RNU,MENTAL HEALTH AND LEARNING DISABILITY
202021,RNZ,ACUTE - SMALL
202021,RP1,MENTAL HEALTH AND LEARNING DISABILITY
202021,RP4,ACUTE - SPECIALIST
202021,RP5,ACUTE - TEACHING
202021,RP6,ACUTE - SPECIALIST
202021,RP7,MENTAL HEALTH AND LEARNING DISABILITY
202021,RPA,ACUTE - MEDIUM
202021,RPC,ACUTE - SPECIALIST
202021,RPG,MENTAL HEALTH AND LEARNING DISABILITY
202021,RPY,ACUTE - SPECIALIST
202021,RQ3,ACUTE - SPECIALIST
202021,RQM,ACUTE - TEACHING
202021,RQW,ACUTE - SMALL
202021,RQX,ACUTE - MEDIUM
202021,RQY,MENTAL HEALTH AND LEARNING DISABILITY
202021,RR7,ACUTE - SMALL
202021,RR8,ACUTE - TEACHING
202021,RRE,MENTAL HEALTH AND LEARNING DISABILITY
202021,RRF,ACUTE - MEDIUM
202021,RRJ,ACUTE - SPECIALIST
202021,RRK,ACUTE - TEACHING
202021,RRP,MENTAL HEALTH AND LEARNING DISABILITY
202021,RRU,AMBULANCE
202021,RRV,ACUTE - TEACHING
202021,RT1,MENTAL HEALTH AND LEARNING DISABILITY
202021,RT2,MENTAL HEALTH AND LEARNING DISABILITY
202021,RT3,ACUTE - SPECIALIST
202021,RT5,MENTAL HEALTH AND LEARNING DISABILITY
202021,RTD,ACUTE - TEACHING
202021,RTE,ACUTE - LARGE
202021,RTF,ACUTE - LARGE
202021,RTG,ACUTE - TEACHING
202021,RTH,ACUTE - TEACHING
202021,RTK,ACUTE - MEDIUM
202021,RTP,ACUTE - MEDIUM
202021,RTQ,MENTAL HEALTH AND LEARNING DISABILITY
202021,RTR,ACUTE - TEACHING
202021,RTV,MENTAL HEALTH AND LEARNING DISABILITY
202021,RTX,ACUTE - MEDIUM
202021,RV3,MENTAL HEALTH AND LEARNING DISABILITY
202021,RV5,MENTAL HEALTH AND LEARNING DISABILITY
202021,RV9,MENTAL HEALTH AND LEARNING DISABILITY
202021,RVJ,ACUTE - LARGE
202021,RVN,MENTAL HEALTH AND LEARNING DISABILITY
202021,RVR,ACUTE - LARGE
202021,RVV,ACUTE - TEACHING
202021,RVW,ACUTE - MEDIUM
202021,RVY,ACUTE - SMALL
202021,RW1,MENTAL HEALTH AND LEARNING DISABILITY
202021,RW4,MENTAL HEALTH AND LEARNING DISABILITY
202021,RW5,MENTAL HEALTH AND LEARNING DISABILITY
202021,RW6,ACUTE - LARGE
202021,RWA,ACUTE - TEACHING
202021,RWD,ACUTE - LARGE
202021,RWE,ACUTE - TEACHING
202021,RWF,ACUTE - LARGE
202021,RWG,ACUTE - MEDIUM
202021,RWH,ACUTE - LARGE
202021,RWJ,ACUTE - MEDIUM
202021,RWK,MENTAL HEALTH AND LEARNING DISABILITY
202021,RWP,ACUTE - LARGE
202021,RWR,MENTAL HEALTH AND LEARNING DISABILITY
202021,RWV,MENTAL HEALTH AND LEARNING DISABILITY
202021,RWW,ACUTE - TEACHING
202021,RWX,MENTAL HEALTH AND LEARNING DISABILITY
202021,RWY,ACUTE - LARGE
202021,RX1,ACUTE - TEACHING
202021,RX2,MENTAL HEALTH AND LEARNING DISABILITY
202021,RX3,MENTAL HEALTH AND LEARNING DISABILITY
202021,RX4,MENTAL HEALTH AND LEARNING DISABILITY
202021,RX6,AMBULANCE
202021,RX7,AMBULANCE
202021,RX8,AMBULANCE
202021,RX9,AMBULANCE
202021,RXA,MENTAL HEALTH AND LEARNING DISABILITY
202021,RXC,ACUTE - LARGE
202021,RXE,MENTAL HEALTH AND LEARNING DISABILITY
202021,RXF,ACUTE - LARGE
202021,RXG,MENTAL HEALTH AND LEARNING DISABILITY
202021,RXH,ACUTE - TEACHING
202021,RXK,ACUTE - LARGE
202021,RXL,ACUTE - TEACHING
202021,RXM,MENTAL HEALTH AND LEARNING DISABILITY
202021,RXN,ACUTE - TEACHING
202021,RXP,ACUTE - MULTI-SERVICE
202021,RXQ,ACUTE - MULTI-SERVICE
202021,RXR,ACUTE - LARGE
202021,RXT,MENTAL HEALTH AND LEARNING DISABILITY
202021,RXV,MENTAL HEALTH AND LEARNING DISABILITY
202021,RXW,ACUTE - LARGE
202021,RXX,MENTAL HEALTH AND LEARNING DISABILITY
202021,RXY,MENTAL HEALTH AND LEARNING DISABILITY
202021,RY2,COMMUNITY
202021,RY3,COMMUNITY
202021,RY4,COMMUNITY
202021,RY5,COMMUNITY
202021,RY6,COMMUNITY
202021,RY7,COMMUNITY
202021,RY8,COMMUNITY
202021,RY9,COMMUNITY
202021,RYA,AMBULANCE
202021,RYC,AMBULANCE
202021,RYD,AMBULANCE
202021,RYE,AMBULANCE
202021,RYF,AMBULANCE
202021,RYG,MENTAL HEALTH AND LEARNING DISABILITY
202021,RYJ,ACUTE - TEACHING
202021,RYR,ACUTE - LARGE
202021,RYV,COMMUNITY
202021,RYW,COMMUNITY
202021,RYX,COMMUNITY
202021,RYY,COMMUNITY
202021,TAD,CARE TRUST
202021,TAF,CARE TRUST
202021,TAH,CARE TRUST
202021,TAJ,MENTAL HEALTH AND LEARNING DISABILITY
201920,R0A,ACUTE - TEACHING
201920,R0B,ACUTE - LARGE
201920,R1A,COMMUNITY
201920,R1C,COMMUNITY
201920,R1D,COMMUNITY
201920,R1F,ACUTE - MULTI-SERVICE
201920,R1H,ACUTE - TEACHING
201920,R1K,ACUTE - LARGE
201920,R1L,ACUTE - MULTI-SERVICE
201920,RA2,ACUTE - MEDIUM
201920,RA3,ACUTE - SMALL
201920,RA4,ACUTE - SMALL
201920,RA7,ACUTE - TEACHING
201920,RA9,ACUTE - MEDIUM
201920,RAE,ACUTE - TEACHING
201920,RAJ,ACUTE - MEDIUM
201920,RAL,ACUTE - TEACHING
201920,RAN,ACUTE - SPECIALIST
201920,RAP,ACUTE - SMALL
201920,RAS,ACUTE - SMALL
201920,RAT,MENTAL HEALTH AND LEARNING DISABILITY
201920,RAX,ACUTE - SMALL
201920,RBA,ACUTE - MEDIUM
201920,RBD,ACUTE - SMALL
201920,RBK,ACUTE - MEDIUM
201920,RBL,ACUTE - TEACHING
201920,RBN,ACUTE - MEDIUM
201920,RBQ,ACUTE - SPECIALIST
201920,RBS,ACUTE - SPECIALIST
201920,RBT,ACUTE - SMALL
201920,RBV,ACUTE - SPECIALIST
201920,RBZ,ACUTE - SMALL
201920,RC1,ACUTE - SMALL
201920,RC9,ACUTE - MEDIUM
201920,RCB,ACUTE - TEACHING
201920,RCD,ACUTE - SMALL
201920,RCF,ACUTE - SMALL
201920,RCU,ACUTE - SPECIALIST
201920,RCX,ACUTE - SMALL
201920,RD1,ACUTE - MEDIUM
201920,RD3,ACUTE - SMALL
201920,RD8,ACUTE - SMALL
201920,RDD,ACUTE - MEDIUM
201920,RDE,ACUTE - MEDIUM
201920,RDR,COMMUNITY
201920,RDU,ACUTE - MEDIUM
201920,RDY,MENTAL HEALTH AND LEARNING DISABILITY
201920,RDZ,ACUTE - MEDIUM
201920,REF,ACUTE - LARGE
201920,REM,ACUTE - TEACHING
201920,REN,ACUTE - SPECIALIST
201920,REP,ACUTE - SPECIALIST
201920,RET,ACUTE - SPECIALIST
201920,RF4,ACUTE - LARGE
201920,RFF,ACUTE - SMALL
201920,RFR,ACUTE - MEDIUM
201920,RFS,ACUTE - SMALL
201920,RGD,MENTAL HEALTH AND LEARNING DISABILITY
201920,RGM,ACUTE - SPECIALIST
201920,RGN,ACUTE - LARGE
201920,RGP,ACUTE - SMALL
201920,RGR,ACUTE - SMALL
201920,RGT,ACUTE - TEACHING
201920,RH5,MENTAL HEALTH AND LEARNING DISABILITY
201920,RH8,ACUTE - LARGE
201920,RHA,MENTAL HEALTH AND LEARNING DISABILITY
201920,RHM,ACUTE - TEACHING
201920,RHQ,ACUTE - TEACHING
201920,RHU,ACUTE - LARGE
201920,RHW,ACUTE - LARGE
201920,RJ1,ACUTE - TEACHING
201920,RJ2,ACUTE - LARGE
201920,RJ6,ACUTE - MEDIUM
201920,RJ7,ACUTE - TEACHING
201920,RJ8,MENTAL HEALTH AND LEARNING DISABILITY
201920,RJC,ACUTE - SMALL
201920,RJE,ACUTE - TEACHING
201920,RJL,ACUTE - LARGE
201920,RJN,ACUTE - SMALL
201920,RJR,ACUTE - SMALL
201920,RJZ,ACUTE - TEACHING
201920,RK5,ACUTE - MEDIUM
201920,RK9,ACUTE - TEACHING
201920,RKB,ACUTE - TEACHING
201920,RKE,ACUTE - MEDIUM
201920,RKL,MENTAL HEALTH AND LEARNING DISABILITY
201920,RL1,ACUTE - SPECIALIST
201920,RL4,ACUTE - LARGE
201920,RLQ,ACUTE - SMALL
201920,RLT,ACUTE - SMALL
201920,RLY,MENTAL HEALTH AND LEARNING DISABILITY
201920,RM1,ACUTE - TEACHING
201920,RM3,ACUTE - TEACHING
201920,RMC,ACUTE - MEDIUM
201920,RMP,ACUTE - SMALL
201920,RMY,MENTAL HEALTH AND LEARNING DISABILITY
201920,RN3,ACUTE - MEDIUM
201920,RN5,ACUTE - LARGE
201920,RN7,ACUTE - SMALL
201920,RNA,ACUTE - MEDIUM
201920,RNK,MENTAL HEALTH AND LEARNING DISABILITY
201920,RNN,ACUTE - SMALL
201920,RNQ,ACUTE - SMALL
201920,RNS,ACUTE - MEDIUM
201920,RNU,MENTAL HEALTH AND LEARNING DISABILITY
201920,RNZ,ACUTE - SMALL
201920,RP1,MENTAL HEALTH AND LEARNING DISABILITY
201920,RP4,ACUTE - SPECIALIST
201920,RP5,ACUTE - TEACHING
201920,RP6,ACUTE - SPECIALIST
201920,RP7,MENTAL HEALTH AND LEARNING DISABILITY
201920,RPA,ACUTE - MEDIUM
201920,RPC,ACUTE - SPECIALIST
201920,RPG,MENTAL HEALTH AND LEARNING DISABILITY
201920,RPY,ACUTE - SPECIALIST
201920,RQ3,ACUTE - SPECIALIST
201920,RQ6,ACUTE - TEACHING
201920,RQ8,ACUTE - MEDIUM
201920,RQM,ACUTE - TEACHING
201920,RQW,ACUTE - SMALL
201920,RQX,ACUTE - MEDIUM
201920,RQY,MENTAL HEALTH AND LEARNING DISABILITY
201920,RR7,ACUTE - SMALL
201920,RR8,ACUTE - TEACHING
201920,RRE,MENTAL HEALTH AND LEARNING DISABILITY
201920,RRF,ACUTE - MEDIUM
201920,RRJ,ACUTE - SPECIALIST
201920,RRK,ACUTE - TEACHING
201920,RRP,MENTAL HEALTH AND LEARNING DISABILITY
201920,RRU,AMBULANCE
201920,RRV,ACUTE - TEACHING
201920,RT1,MENTAL HEALTH AND LEARNING DISABILITY
201920,RT2,MENTAL HEALTH AND LEARNING DISABILITY
201920,RT3,ACUTE - SPECIALIST
201920,RT5,MENTAL HEALTH AND LEARNING DISABILITY
201920,RTD,ACUTE - TEACHING
201920,RTE,ACUTE - LARGE
201920,RTF,ACUTE - LARGE
201920,RTG,ACUTE - TEACHING
201920,RTH,ACUTE - TEACHING
201920,RTK,ACUTE - MEDIUM
201920,RTP,ACUTE - MEDIUM
201920,RTQ,MENTAL HEALTH AND LEARNING DISABILITY
201920,RTR,ACUTE - TEACHING
201920,RTV,MENTAL HEALTH AND LEARNING DISABILITY
201920,RTX,ACUTE - MEDIUM
201920,RV3,MENTAL HEALTH AND LEARNING DISABILITY
201920,RV5,MENTAL HEALTH AND LEARNING DISABILITY
201920,RV9,MENTAL HEALTH AND LEARNING DISABILITY
201920,RVJ,ACUTE - LARGE
201920,RVN,MENTAL HEALTH AND LEARNING DISABILITY
201920,RVR,ACUTE - LARGE
201920,RVV,ACUTE - TEACHING
201920,RVW,ACUTE - MEDIUM
201920,RVY,ACUTE - SMALL
201920,RW1,MENTAL HEALTH AND LEARNING DISABILITY
201920,RW4,MENTAL HEALTH AND LEARNING DISABILITY
201920,RW5,MENTAL HEALTH AND LEARNING DISABILITY
201920,RW6,ACUTE - LARGE
201920,RWA,ACUTE - TEACHING
201920,RWD,ACUTE - LARGE
201920,RWE,ACUTE - TEACHING
201920,RWF,ACUTE - LARGE
201920,RWG,ACUTE - MEDIUM
201920,RWH,ACUTE - LARGE
201920,RWJ,ACUTE - MEDIUM
201920,RWK,MENTAL HEALTH AND LEARNING DISABILITY
201920,RWP,ACUTE - LARGE
201920,RWR,MENTAL HEALTH AND LEARNING DISABILITY
201920,RWV,MENTAL HEALTH AND LEARNING DISABILITY
201920,RWW,ACUTE - TEACHING
201920,RWX,MENTAL HEALTH AND LEARNING DISABILITY
201920,RWY,ACUTE - LARGE
201920,RX1,ACUTE - TEACHING
201920,RX2,MENTAL HEALTH AND LEARNING DISABILITY
201920,RX3,MENTAL HEALTH AND LEARNING DISABILITY
201920,RX4,MENTAL HEALTH AND LEARNING DISABILITY
201920,RX6,AMBULANCE
201920,RX7,AMBULANCE
201920,RX8,AMBULANCE
201920,RX9,AMBULANCE
201920,RXA,MENTAL HEALTH AND LEARNING DISABILITY
201920,RXC,ACUTE - LARGE
201920,RXE,MENTAL HEALTH AND LEARNING DISABILITY
201920,RXF,ACUTE - LARGE
201920,RXG,MENTAL HEALTH AND LEARNING DISABILITY
201920,RXH,ACUTE - TEACHING
201920,RXK,ACUTE - LARGE
201920,RXL,ACUTE - TEACHING
201920,RXM,MENTAL HEALTH AND LEARNING DISABILITY
201920,RXN,ACUTE - TEACHING
201920,RXP,ACUTE - MULTI-SERVICE
201920,RXQ,ACUTE - MULTI-SERVICE
201920,RXR,ACUTE - LARGE
201920,RXT,MENTAL HEALTH AND LEARNING DISABILITY
201920,RXV,MENTAL HEALTH AND LEARNING DISABILITY
201920,RXW,ACUTE - LARGE
201920,RXX,MENTAL HEALTH AND LEARNING DISABILITY
201920,RXY,MENTAL HEALTH AND LEARNING DISABILITY
201920,RY2,COMMUNITY
201920,RY3,COMMUNITY
201920,RY4,COMMUNITY
201920,RY5,COMMUNITY
201920,RY6,COMMUNITY
201920,RY7,COMMUNITY
201920,RY8,COMMUNITY
201920,RY9,COMMUNITY
201920,RYA,AMBULANCE
201920,RYC,AMBULANCE
201920,RYD,AMBULANCE
201920,RYE,AMBULANCE
201920,RYF,AMBULANCE
201920,RYG,MENTAL HEALTH AND LEARNING DISABILITY
201920,RYJ,ACUTE - TEACHING
201920,RYK,MENTAL HEALTH AND LEARNING DISABILITY
201920,RYR,ACUTE - LARGE
201920,RYV,COMMUNITY
201920,RYW,COMMUNITY
201920,RYX,COMMUNITY
201920,RYY,COMMUNITY
201920,TAD,CARE TRUST
201920,TAF,CARE TRUST
201920,TAH,CARE TRUST
201920,TAJ,CARE TRUST
201819,R0A,ACUTE - TEACHING
201819,R1A,COMMUNITY
201819,R1C,COMMUNITY
201819,R1D,COMMUNITY
201819,R1F,ACUTE - MULTI-SERVICE
201819,R1H,ACUTE - TEACHING
201819,R1J,CARE TRUST
201819,R1K,ACUTE - LARGE
201819,R1L,ACUTE - MULTI-SERVICE
201819,RA2,ACUTE - MEDIUM
201819,RA3,ACUTE - SMALL
201819,RA4,ACUTE - SMALL
201819,RA7,ACUTE - TEACHING
201819,RA9,ACUTE - MEDIUM
201819,RAE,ACUTE - TEACHING
201819,RAJ,ACUTE - MEDIUM
201819,RAL,ACUTE - TEACHING
201819,RAN,ACUTE - SPECIALIST
201819,RAP,ACUTE - SMALL
201819,RAS,ACUTE - SMALL
201819,RAT,MENTAL HEALTH AND LEARNING DISABILITY
201819,RAX,ACUTE - SMALL
201819,RBA,ACUTE - MEDIUM
201819,RBD,ACUTE - SMALL
201819,RBK,ACUTE - MEDIUM
201819,RBL,ACUTE - TEACHING
201819,RBN,ACUTE - MEDIUM
201819,RBQ,ACUTE - SPECIALIST
201819,RBS,ACUTE - SPECIALIST
201819,RBT,ACUTE - SMALL
201819,RBV,ACUTE - SPECIALIST
201819,RBZ,ACUTE - SMALL
201819,RC1,ACUTE - SMALL
201819,RC9,ACUTE - MEDIUM
201819,RCB,ACUTE - TEACHING
201819,RCD,ACUTE - SMALL
201819,RCF,ACUTE - SMALL
201819,RCU,ACUTE - SPECIALIST
201819,RCX,ACUTE - SMALL
201819,RD1,ACUTE - MEDIUM
201819,RD3,ACUTE - SMALL
201819,RD8,ACUTE - SMALL
201819,RDD,ACUTE - MEDIUM
201819,RDE,ACUTE - MEDIUM
201819,RDR,COMMUNITY
201819,RDU,ACUTE - MEDIUM
201819,RDY,MENTAL HEALTH AND LEARNING DISABILITY
201819,RDZ,ACUTE - MEDIUM
201819,RE9,ACUTE - SMALL
201819,REF,ACUTE - LARGE
201819,REM,ACUTE - MEDIUM
201819,REN,ACUTE - SPECIALIST
201819,REP,ACUTE - SPECIALIST
201819,RET,ACUTE - SPECIALIST
201819,RF4,ACUTE - LARGE
201819,RFF,ACUTE - SMALL
201819,RFR,ACUTE - MEDIUM
201819,RFS,ACUTE - SMALL
201819,RGD,MENTAL HEALTH AND LEARNING DISABILITY
201819,RGM,ACUTE - SPECIALIST
201819,RGN,ACUTE - MEDIUM
201819,RGP,ACUTE - SMALL
201819,RGR,ACUTE - SMALL
201819,RGT,ACUTE - TEACHING
201819,RH5,MENTAL HEALTH AND LEARNING DISABILITY
201819,RH8,ACUTE - LARGE
201819,RHA,MENTAL HEALTH AND LEARNING DISABILITY
201819,RHM,ACUTE - TEACHING
201819,RHQ,ACUTE - TEACHING
201819,RHU,ACUTE - LARGE
201819,RHW,ACUTE - LARGE
201819,RJ1,ACUTE - TEACHING
201819,RJ2,ACUTE - LARGE
201819,RJ6,ACUTE - MEDIUM
201819,RJ7,ACUTE - TEACHING
201819,RJ8,MENTAL HEALTH AND LEARNING DISABILITY
201819,RJC,ACUTE - SMALL
201819,RJE,ACUTE - TEACHING
201819,RJL,ACUTE - LARGE
201819,RJN,ACUTE - SMALL
201819,RJR,ACUTE - SMALL
201819,RJZ,ACUTE - TEACHING
201819,RK5,ACUTE - MEDIUM
201819,RK9,ACUTE - TEACHING
201819,RKB,ACUTE - TEACHING
201819,RKE,ACUTE - MEDIUM
201819,RKL,MENTAL HEALTH AND LEARNING DISABILITY
201819,RL1,ACUTE - SPECIALIST
201819,RL4,ACUTE - LARGE
201819,RLN,ACUTE - LARGE
201819,RLQ,ACUTE - SMALL
201819,RLT,ACUTE - SMALL
201819,RLY,MENTAL HEALTH AND LEARNING DISABILITY
201819,RM1,ACUTE - TEACHING
201819,RM3,ACUTE - TEACHING
201819,RMC,ACUTE - MEDIUM
201819,RMP,ACUTE - SMALL
201819,RMY,MENTAL HEALTH AND LEARNING DISABILITY
201819,RN3,ACUTE - MEDIUM
201819,RN5,ACUTE - LARGE
201819,RN7,ACUTE - SMALL
201819,RNA,ACUTE - MEDIUM
201819,RNK,MENTAL HEALTH AND LEARNING DISABILITY
201819,RNL,ACUTE - SMALL
201819,RNN,MENTAL HEALTH AND LEARNING DISABILITY
201819,RNQ,ACUTE - SMALL
201819,RNS,ACUTE - MEDIUM
201819,RNU,MENTAL HEALTH AND LEARNING DISABILITY
201819,RNZ,ACUTE - SMALL
201819,RP1,MENTAL HEALTH AND LEARNING DISABILITY
201819,RP4,ACUTE - SPECIALIST
201819,RP5,ACUTE - TEACHING
201819,RP6,ACUTE - SPECIALIST
201819,RP7,MENTAL HEALTH AND LEARNING DISABILITY
201819,RPA,ACUTE - MEDIUM
201819,RPC,ACUTE - SPECIALIST
201819,RPG,MENTAL HEALTH AND LEARNING DISABILITY
201819,RPY,ACUTE - SPECIALIST
201819,RQ3,ACUTE - SPECIALIST
201819,RQ6,ACUTE - TEACHING
201819,RQ8,ACUTE - MEDIUM
201819,RQM,ACUTE - TEACHING
201819,RQW,ACUTE - SMALL
201819,RQX,ACUTE - MEDIUM
201819,RQY,MENTAL HEALTH AND LEARNING DISABILITY
201819,RR7,ACUTE - SMALL
201819,RR8,ACUTE - TEACHING
201819,RRE,MENTAL HEALTH AND LEARNING DISABILITY
201819,RRF,ACUTE - MEDIUM
201819,RRJ,ACUTE - SPECIALIST
201819,RRK,ACUTE - TEACHING
201819,RRP,MENTAL HEALTH AND LEARNING DISABILITY
201819,RRU,AMBULANCE
201819,RRV,ACUTE - TEACHING
201819,RT1,MENTAL HEALTH AND LEARNING DISABILITY
201819,RT2,MENTAL HEALTH AND LEARNING DISABILITY
201819,RT3,ACUTE - SPECIALIST
201819,RT5,MENTAL HEALTH AND LEARNING DISABILITY
201819,RTD,ACUTE - TEACHING
201819,RTE,ACUTE - LARGE
201819,RTF,ACUTE - LARGE
201819,RTG,ACUTE - TEACHING
201819,RTH,ACUTE - TEACHING
201819,RTK,ACUTE - MEDIUM
201819,RTP,ACUTE - MEDIUM
201819,RTQ,MENTAL HEALTH AND LEARNING DISABILITY
201819,RTR,ACUTE - TEACHING
201819,RTV,MENTAL HEALTH AND LEARNING DISABILITY
201819,RTX,ACUTE - MEDIUM
201819,RV3,MENTAL HEALTH AND LEARNING DISABILITY
201819,RV5,MENTAL HEALTH AND LEARNING DISABILITY
201819,RV9,MENTAL HEALTH AND LEARNING DISABILITY
201819,RVJ,ACUTE - LARGE
201819,RVN,MENTAL HEALTH AND LEARNING DISABILITY
201819,RVR,ACUTE - LARGE
201819,RVV,ACUTE - TEACHING
201819,RVW,ACUTE - MEDIUM
201819,RVY,ACUTE - SMALL
201819,RW1,MENTAL HEALTH AND LEARNING DISABILITY
201819,RW4,MENTAL HEALTH AND LEARNING DISABILITY
201819,RW5,MENTAL HEALTH AND LEARNING DISABILITY
201819,RW6,ACUTE - LARGE
201819,RWA,ACUTE - TEACHING
201819,RWD,ACUTE - LARGE
201819,RWE,ACUTE - TEACHING
201819,RWF,ACUTE - LARGE
201819,RWG,ACUTE - MEDIUM
201819,RWH,ACUTE - LARGE
201819,RWJ,ACUTE - MEDIUM
201819,RWK,MENTAL HEALTH AND LEARNING DISABILITY
201819,RWP,ACUTE - LARGE
201819,RWR,MENTAL HEALTH AND LEARNING DISABILITY
201819,RWV,MENTAL HEALTH AND LEARNING DISABILITY
201819,RWW,ACUTE - SMALL
201819,RWX,MENTAL HEALTH AND LEARNING DISABILITY
201819,RWY,ACUTE - LARGE
201819,RX1,ACUTE - TEACHING
201819,RX2,MENTAL HEALTH AND LEARNING DISABILITY
201819,RX3,MENTAL HEALTH AND LEARNING DISABILITY
201819,RX4,MENTAL HEALTH AND LEARNING DISABILITY
201819,RX6,AMBULANCE
201819,RX7,AMBULANCE
201819,RX8,AMBULANCE
201819,RX9,AMBULANCE
201819,RXA,MENTAL HEALTH AND LEARNING DISABILITY
201819,RXC,ACUTE - LARGE
201819,RXE,MENTAL HEALTH AND LEARNING DISABILITY
201819,RXF,ACUTE - LARGE
201819,RXG,MENTAL HEALTH AND LEARNING DISABILITY
201819,RXH,ACUTE - TEACHING
201819,RXK,ACUTE - LARGE
201819,RXL,ACUTE - TEACHING
201819,RXM,MENTAL HEALTH AND LEARNING DISABILITY
201819,RXN,ACUTE - TEACHING
201819,RXP,ACUTE - MULTI-SERVICE
201819,RXQ,ACUTE - MULTI-SERVICE
201819,RXR,ACUTE - LARGE
201819,RXT,MENTAL HEALTH AND LEARNING DISABILITY
201819,RXV,MENTAL HEALTH AND LEARNING DISABILITY
201819,RXW,ACUTE - LARGE
201819,RXX,MENTAL HEALTH AND LEARNING DISABILITY
201819,RXY,MENTAL HEALTH AND LEARNING DISABILITY
201819,RY2,COMMUNITY
201819,RY3,COMMUNITY
201819,RY4,COMMUNITY
201819,RY5,COMMUNITY
201819,RY6,COMMUNITY
201819,RY7,COMMUNITY
201819,RY8,COMMUNITY
201819,RY9,COMMUNITY
201819,RYA,AMBULANCE
201819,RYC,AMBULANCE
201819,RYD,AMBULANCE
201819,RYE,AMBULANCE
201819,RYF,AMBULANCE
201819,RYG,MENTAL HEALTH AND LEARNING DISABILITY
201819,RYJ,ACUTE - TEACHING
